household_key,WEEK_NO_BINNED,SALES_VALUE,COUPON_DISC,COUPON_DISC_BOOL
1394,"(84, 96]",,,
1395,"(0, 12]",67.86,0.0,0.0
1395,"(12, 24]",123.25999999999999,-1.0,1.0
1395,"(24, 36]",22.200000000000003,0.0,0.0
1395,"(36, 48]",1.98,0.0,0.0
1395,"(48, 60]",97.30999999999999,0.0,0.0
1395,"(60, 72]",222.13000000000005,-1.0,1.0
1395,"(72, 84]",65.93,0.0,0.0
1395,"(84, 96]",,,
1396,"(0, 12]",291.04,0.0,0.0
1396,"(12, 24]",1504.1600000000026,-13.04,1.0
1396,"(24, 36]",1641.930000000001,-6.760000000000001,1.0
1396,"(36, 48]",1057.200000000001,-2.0,1.0
1396,"(48, 60]",907.1900000000004,-5.0,1.0
1396,"(60, 72]",805.3900000000001,-14.39,1.0
1396,"(72, 84]",796.3300000000005,-7.8,1.0
1396,"(84, 96]",,,
1397,"(0, 12]",0.0,0.0,0.0
1397,"(12, 24]",582.2100000000002,-3.74,1.0
1397,"(24, 36]",743.6400000000003,-10.099999999999998,1.0
1397,"(36, 48]",628.2200000000004,-6.549999999999999,1.0
1397,"(48, 60]",655.7100000000003,-6.75,1.0
1397,"(60, 72]",700.2500000000002,-2.05,1.0
1397,"(72, 84]",738.6399999999995,-4.0,1.0
1397,"(84, 96]",,,
1398,"(0, 12]",0.0,0.0,0.0
1398,"(12, 24]",50.45,0.0,0.0
1398,"(24, 36]",0.0,0.0,0.0
1398,"(36, 48]",0.0,0.0,0.0
1398,"(48, 60]",75.80999999999999,0.0,0.0
1398,"(60, 72]",93.58999999999997,0.0,0.0
1398,"(72, 84]",66.83,-3.5999999999999996,1.0
1398,"(84, 96]",,,
1399,"(0, 12]",0.0,0.0,0.0
1399,"(12, 24]",174.07999999999993,0.0,0.0
1399,"(24, 36]",104.50999999999999,0.0,0.0
1399,"(36, 48]",22.04,0.0,0.0
1399,"(48, 60]",222.14999999999992,0.0,0.0
1399,"(60, 72]",5.98,0.0,0.0
1399,"(72, 84]",147.14,0.0,0.0
1399,"(84, 96]",,,
1400,"(0, 12]",0.0,0.0,0.0
1400,"(12, 24]",3.0,0.0,0.0
1400,"(24, 36]",179.79,0.0,0.0
1400,"(36, 48]",43.120000000000005,0.0,0.0
1400,"(48, 60]",2.0,0.0,0.0
1400,"(60, 72]",0.0,0.0,0.0
1400,"(72, 84]",0.0,0.0,0.0
1400,"(84, 96]",,,
1401,"(0, 12]",23.25,0.0,0.0
1401,"(12, 24]",0.0,0.0,0.0
1401,"(24, 36]",106.01000000000002,0.0,0.0
1401,"(36, 48]",70.28,0.0,0.0
1401,"(48, 60]",53.160000000000004,0.0,0.0
1401,"(60, 72]",50.160000000000004,0.0,0.0
1401,"(72, 84]",107.70000000000002,-4.0,1.0
1401,"(84, 96]",,,
1402,"(0, 12]",91.59999999999998,0.0,0.0
1402,"(12, 24]",343.4600000000001,0.0,0.0
1402,"(24, 36]",518.0400000000003,0.0,0.0
1402,"(36, 48]",489.32000000000045,0.0,0.0
1402,"(48, 60]",474.0500000000005,0.0,0.0
1402,"(60, 72]",189.85,0.0,0.0
1402,"(72, 84]",75.53000000000002,-0.25,1.0
1402,"(84, 96]",,,
1403,"(0, 12]",216.22,0.0,0.0
1403,"(12, 24]",600.5200000000004,-4.0,1.0
1403,"(24, 36]",716.9300000000003,-4.24,1.0
1403,"(36, 48]",615.7800000000002,-3.0,1.0
1403,"(48, 60]",602.7900000000001,-9.7,1.0
1403,"(60, 72]",780.5900000000005,-7.5,1.0
1403,"(72, 84]",107.68,-4.0,1.0
1403,"(84, 96]",,,
1404,"(0, 12]",53.25,0.0,0.0
1404,"(12, 24]",445.64000000000044,0.0,0.0
1404,"(24, 36]",112.60999999999999,0.0,0.0
1404,"(36, 48]",0.0,0.0,0.0
1404,"(48, 60]",11.98,0.0,0.0
1404,"(60, 72]",112.02,0.0,0.0
1404,"(72, 84]",171.62999999999997,0.0,0.0
1404,"(84, 96]",,,
1405,"(0, 12]",147.68999999999997,-2.0,1.0
1405,"(12, 24]",315.57000000000016,-0.55,1.0
1405,"(24, 36]",235.99000000000004,-3.0,1.0
1405,"(36, 48]",296.51000000000005,-1.0,1.0
1405,"(48, 60]",215.06000000000003,0.0,0.0
1405,"(60, 72]",129.85000000000002,0.0,0.0
1405,"(72, 84]",117.88999999999999,0.0,0.0
1405,"(84, 96]",,,
1406,"(0, 12]",121.75999999999998,-0.6,1.0
1406,"(12, 24]",667.0900000000001,0.0,0.0
1406,"(24, 36]",345.6700000000002,0.0,0.0
1406,"(36, 48]",764.5700000000005,0.0,0.0
1406,"(48, 60]",485.17000000000013,0.0,0.0
1406,"(60, 72]",213.2899999999999,-1.0,1.0
1406,"(72, 84]",281.53000000000014,0.0,0.0
1406,"(84, 96]",,,
1407,"(0, 12]",0.0,0.0,0.0
1407,"(12, 24]",174.90999999999997,0.0,0.0
1407,"(24, 36]",0.0,0.0,0.0
1407,"(36, 48]",6.78,0.0,0.0
1407,"(48, 60]",16.580000000000002,0.0,0.0
1407,"(60, 72]",123.25999999999999,0.0,0.0
1407,"(72, 84]",576.6800000000004,-1.0,1.0
1407,"(84, 96]",,,
1408,"(0, 12]",0.0,0.0,0.0
1408,"(12, 24]",257.85999999999996,-2.0,1.0
1408,"(24, 36]",67.97999999999999,0.0,0.0
1408,"(36, 48]",23.849999999999998,0.0,0.0
1408,"(48, 60]",123.13999999999999,0.0,0.0
1408,"(60, 72]",391.19999999999993,0.0,0.0
1408,"(72, 84]",154.83000000000004,0.0,0.0
1408,"(84, 96]",,,
1409,"(0, 12]",0.0,0.0,0.0
1409,"(12, 24]",326.61,0.0,0.0
1409,"(24, 36]",376.89000000000016,0.0,0.0
1409,"(36, 48]",511.02000000000004,0.0,0.0
1409,"(48, 60]",450.18000000000023,0.0,0.0
1409,"(60, 72]",997.8000000000006,-25.0,1.0
1409,"(72, 84]",796.9100000000009,-20.2,1.0
1409,"(84, 96]",,,
1410,"(0, 12]",729.9000000000001,-2.35,1.0
1410,"(12, 24]",355.39,0.0,0.0
1410,"(24, 36]",285.10999999999996,0.0,0.0
1410,"(36, 48]",213.45000000000005,-1.1,1.0
1410,"(48, 60]",227.82999999999996,0.0,0.0
1410,"(60, 72]",511.8300000000001,0.0,0.0
1410,"(72, 84]",0.0,0.0,0.0
1410,"(84, 96]",,,
1411,"(0, 12]",0.0,0.0,0.0
1411,"(12, 24]",83.83,0.0,0.0
1411,"(24, 36]",38.17000000000001,0.0,0.0
1411,"(36, 48]",0.0,0.0,0.0
1411,"(48, 60]",0.0,0.0,0.0
1411,"(60, 72]",9.52,0.0,0.0
1411,"(72, 84]",0.0,0.0,0.0
1411,"(84, 96]",,,
1412,"(0, 12]",108.74999999999999,0.0,0.0
1412,"(12, 24]",3.79,0.0,0.0
1412,"(24, 36]",396.49000000000007,0.0,0.0
1412,"(36, 48]",524.3900000000002,0.0,0.0
1412,"(48, 60]",674.4100000000004,-0.75,1.0
1412,"(60, 72]",708.8600000000001,0.0,0.0
1412,"(72, 84]",794.0400000000001,-6.0,1.0
1412,"(84, 96]",,,
1413,"(0, 12]",0.0,0.0,0.0
1413,"(12, 24]",110.16,-1.0,1.0
1413,"(24, 36]",122.97,0.0,0.0
1413,"(36, 48]",0.0,0.0,0.0
1413,"(48, 60]",23.45,0.0,0.0
1413,"(60, 72]",0.0,0.0,0.0
1413,"(72, 84]",25.93,0.0,0.0
1413,"(84, 96]",,,
1414,"(0, 12]",0.0,0.0,0.0
1414,"(12, 24]",5.62,0.0,0.0
1414,"(24, 36]",17.79,0.0,0.0
1414,"(36, 48]",2.36,0.0,0.0
1414,"(48, 60]",82.65,0.0,0.0
1414,"(60, 72]",0.0,0.0,0.0
1414,"(72, 84]",9.99,0.0,0.0
1414,"(84, 96]",,,
1415,"(0, 12]",6.8100000000000005,-0.75,1.0
1415,"(12, 24]",28.979999999999997,0.0,0.0
1415,"(24, 36]",18.029999999999998,0.0,0.0
1415,"(36, 48]",40.14,0.0,0.0
1415,"(48, 60]",11.16,0.0,0.0
1415,"(60, 72]",46.69000000000001,0.0,0.0
1415,"(72, 84]",20.889999999999997,0.0,0.0
1415,"(84, 96]",,,
1416,"(0, 12]",38.14,0.0,0.0
1416,"(12, 24]",0.0,0.0,0.0
1416,"(24, 36]",0.0,0.0,0.0
1416,"(36, 48]",7.98,0.0,0.0
1416,"(48, 60]",0.0,0.0,0.0
1416,"(60, 72]",0.0,0.0,0.0
1416,"(72, 84]",0.0,0.0,0.0
1416,"(84, 96]",,,
1417,"(0, 12]",22.48,0.0,0.0
1417,"(12, 24]",106.75999999999998,0.0,0.0
1417,"(24, 36]",10.909999999999998,0.0,0.0
1417,"(36, 48]",0.0,0.0,0.0
1417,"(48, 60]",490.8999999999999,-1.58,1.0
1417,"(60, 72]",1449.0499999999997,0.0,0.0
1417,"(72, 84]",688.3300000000002,0.0,0.0
1417,"(84, 96]",,,
1418,"(0, 12]",85.94,0.0,0.0
1418,"(12, 24]",415.4400000000003,-1.5,1.0
1418,"(24, 36]",417.3800000000001,-0.2,1.0
1418,"(36, 48]",158.63999999999996,0.0,0.0
1418,"(48, 60]",259.1199999999999,0.0,0.0
1418,"(60, 72]",585.2200000000001,0.0,0.0
1418,"(72, 84]",328.6200000000002,-0.5,1.0
1418,"(84, 96]",,,
1419,"(0, 12]",119.12999999999998,-3.39,1.0
1419,"(12, 24]",1231.1600000000012,-25.400000000000002,1.0
1419,"(24, 36]",1317.6200000000015,-31.900000000000006,1.0
1419,"(36, 48]",1213.8100000000002,-12.55,1.0
1419,"(48, 60]",1035.1599999999994,-37.53,1.0
1419,"(60, 72]",853.4900000000009,-29.62,1.0
1419,"(72, 84]",689.4199999999996,-24.41,1.0
1419,"(84, 96]",,,
1420,"(0, 12]",182.8,0.0,0.0
1420,"(12, 24]",535.3900000000001,-0.95,1.0
1420,"(24, 36]",564.7500000000003,-4.67,1.0
1420,"(36, 48]",198.58999999999995,-1.5,1.0
1420,"(48, 60]",920.7799999999999,-0.75,1.0
1420,"(60, 72]",993.7700000000011,-1.0,1.0
1420,"(72, 84]",287.47,-1.0,1.0
1420,"(84, 96]",,,
1421,"(0, 12]",337.53,-0.5,1.0
1421,"(12, 24]",601.1199999999998,-1.5,1.0
1421,"(24, 36]",615.1999999999998,-1.0,1.0
1421,"(36, 48]",539.4999999999998,-5.1,1.0
1421,"(48, 60]",703.7800000000002,-4.3,1.0
1421,"(60, 72]",875.4899999999998,-4.75,1.0
1421,"(72, 84]",728.4100000000002,-5.9,1.0
1421,"(84, 96]",,,
1422,"(0, 12]",66.86,0.0,0.0
1422,"(12, 24]",0.0,0.0,0.0
1422,"(24, 36]",0.0,0.0,0.0
1422,"(36, 48]",0.0,0.0,0.0
1422,"(48, 60]",73.91999999999999,0.0,0.0
1422,"(60, 72]",0.0,0.0,0.0
1422,"(72, 84]",53.47999999999999,0.0,0.0
1422,"(84, 96]",,,
1423,"(0, 12]",0.0,0.0,0.0
1423,"(12, 24]",169.36,0.0,0.0
1423,"(24, 36]",227.42,0.0,0.0
1423,"(36, 48]",198.34,0.0,0.0
1423,"(48, 60]",198.32999999999996,0.0,0.0
1423,"(60, 72]",219.98,0.0,0.0
1423,"(72, 84]",432.48,-0.75,1.0
1423,"(84, 96]",,,
1424,"(0, 12]",0.0,0.0,0.0
1424,"(12, 24]",70.94999999999999,0.0,0.0
1424,"(24, 36]",52.14000000000001,0.0,0.0
1424,"(36, 48]",50.84,0.0,0.0
1424,"(48, 60]",62.740000000000016,0.0,0.0
1424,"(60, 72]",108.28999999999999,0.0,0.0
1424,"(72, 84]",40.459999999999994,0.0,0.0
1424,"(84, 96]",,,
1425,"(0, 12]",0.0,0.0,0.0
1425,"(12, 24]",485.87000000000023,-7.3,1.0
1425,"(24, 36]",819.35,-21.57,1.0
1425,"(36, 48]",465.49000000000035,-8.79,1.0
1425,"(48, 60]",657.0700000000005,-4.1,1.0
1425,"(60, 72]",414.3900000000001,-9.25,1.0
1425,"(72, 84]",405.28000000000003,-6.0,1.0
1425,"(84, 96]",,,
1426,"(0, 12]",657.4300000000002,-1.0,1.0
1426,"(12, 24]",485.91000000000014,0.0,0.0
1426,"(24, 36]",236.23999999999995,0.0,0.0
1426,"(36, 48]",194.44,0.0,0.0
1426,"(48, 60]",47.489999999999995,0.0,0.0
1426,"(60, 72]",184.27,0.0,0.0
1426,"(72, 84]",178.31,0.0,0.0
1426,"(84, 96]",,,
1427,"(0, 12]",103.71999999999998,0.0,0.0
1427,"(12, 24]",265.8300000000001,-7.1,1.0
1427,"(24, 36]",245.07000000000002,-1.5,1.0
1427,"(36, 48]",108.58999999999999,-1.0,1.0
1427,"(48, 60]",31.950000000000003,0.0,0.0
1427,"(60, 72]",57.150000000000006,0.0,0.0
1427,"(72, 84]",406.9399999999999,-15.75,1.0
1427,"(84, 96]",,,
1428,"(0, 12]",0.0,0.0,0.0
1428,"(12, 24]",107.6,0.0,0.0
1428,"(24, 36]",165.87999999999982,-2.0,1.0
1428,"(36, 48]",685.4400000000004,-6.99,1.0
1428,"(48, 60]",699.65,0.0,0.0
1428,"(60, 72]",1097.4700000000012,-5.699999999999999,1.0
1428,"(72, 84]",866.190000000001,-3.5,1.0
1428,"(84, 96]",,,
1429,"(0, 12]",0.0,0.0,0.0
1429,"(12, 24]",50.94,-3.3899999999999997,1.0
1429,"(24, 36]",121.10000000000001,-2.55,1.0
1429,"(36, 48]",150.72999999999996,-9.05,1.0
1429,"(48, 60]",99.49,-4.6,1.0
1429,"(60, 72]",87.80999999999999,-3.1,1.0
1429,"(72, 84]",84.05000000000003,-7.5,1.0
1429,"(84, 96]",,,
1430,"(0, 12]",199.09000000000003,0.0,0.0
1430,"(12, 24]",2171.919999999999,-0.9,1.0
1430,"(24, 36]",2659.7299999999955,-0.75,1.0
1430,"(36, 48]",2438.7499999999945,-33.12,1.0
1430,"(48, 60]",2985.159999999996,-12.35,1.0
1430,"(60, 72]",3521.489999999991,-6.38,1.0
1430,"(72, 84]",2976.089999999997,-1.0,1.0
1430,"(84, 96]",,,
1431,"(0, 12]",0.0,0.0,0.0
1431,"(12, 24]",366.21999999999997,0.0,0.0
1431,"(24, 36]",337.89000000000004,0.0,0.0
1431,"(36, 48]",414.2600000000001,0.0,0.0
1431,"(48, 60]",286.55000000000007,0.0,0.0
1431,"(60, 72]",322.15999999999997,0.0,0.0
1431,"(72, 84]",496.44000000000005,0.0,0.0
1431,"(84, 96]",,,
1432,"(0, 12]",57.14,-1.5,1.0
1432,"(12, 24]",0.0,0.0,0.0
1432,"(24, 36]",0.0,0.0,0.0
1432,"(36, 48]",0.0,0.0,0.0
1432,"(48, 60]",0.0,0.0,0.0
1432,"(60, 72]",93.41999999999999,-1.8,1.0
1432,"(72, 84]",0.0,0.0,0.0
1432,"(84, 96]",,,
1433,"(0, 12]",11.52,0.0,0.0
1433,"(12, 24]",0.0,0.0,0.0
1433,"(24, 36]",0.0,0.0,0.0
1433,"(36, 48]",0.0,0.0,0.0
1433,"(48, 60]",0.0,0.0,0.0
1433,"(60, 72]",0.0,0.0,0.0
1433,"(72, 84]",14.840000000000002,0.0,0.0
1433,"(84, 96]",,,
1434,"(0, 12]",0.0,0.0,0.0
1434,"(12, 24]",260.67,0.0,0.0
1434,"(24, 36]",649.5000000000001,0.0,0.0
1434,"(36, 48]",754.2600000000001,0.0,0.0
1434,"(48, 60]",735.6400000000003,-1.0,1.0
1434,"(60, 72]",527.09,0.0,0.0
1434,"(72, 84]",384.93000000000006,0.0,0.0
1434,"(84, 96]",,,
1435,"(0, 12]",40.459999999999994,0.0,0.0
1435,"(12, 24]",145.93999999999997,0.0,0.0
1435,"(24, 36]",0.0,0.0,0.0
1435,"(36, 48]",61.61999999999999,0.0,0.0
1435,"(48, 60]",65.5,0.0,0.0
1435,"(60, 72]",2.0,0.0,0.0
1435,"(72, 84]",1.0,0.0,0.0
1435,"(84, 96]",,,
1436,"(0, 12]",0.0,0.0,0.0
1436,"(12, 24]",55.019999999999996,0.0,0.0
1436,"(24, 36]",0.0,0.0,0.0
1436,"(36, 48]",0.0,0.0,0.0
1436,"(48, 60]",0.0,0.0,0.0
1436,"(60, 72]",3.58,0.0,0.0
1436,"(72, 84]",53.33000000000001,-2.5,1.0
1436,"(84, 96]",,,
1437,"(0, 12]",555.6400000000003,0.0,0.0
1437,"(12, 24]",663.5500000000009,-22.1,1.0
1437,"(24, 36]",632.1000000000004,-55.88,1.0
1437,"(36, 48]",836.5600000000004,-8.94,1.0
1437,"(48, 60]",689.0099999999998,0.0,0.0
1437,"(60, 72]",465.2700000000003,0.0,0.0
1437,"(72, 84]",272.46999999999974,0.0,0.0
1437,"(84, 96]",,,
1438,"(0, 12]",87.73,0.0,0.0
1438,"(12, 24]",0.0,0.0,0.0
1438,"(24, 36]",607.5800000000005,0.0,0.0
1438,"(36, 48]",389.9700000000002,0.0,0.0
1438,"(48, 60]",167.36999999999998,0.0,0.0
1438,"(60, 72]",297.86000000000007,0.0,0.0
1438,"(72, 84]",246.07000000000002,0.0,0.0
1438,"(84, 96]",,,
1439,"(0, 12]",0.0,0.0,0.0
1439,"(12, 24]",51.17000000000001,0.0,0.0
1439,"(24, 36]",3.79,0.0,0.0
1439,"(36, 48]",272.31,0.0,0.0
1439,"(48, 60]",13.54,0.0,0.0
1439,"(60, 72]",65.73,0.0,0.0
1439,"(72, 84]",75.6,0.0,0.0
1439,"(84, 96]",,,
1440,"(0, 12]",0.0,0.0,0.0
1440,"(12, 24]",456.32000000000016,-3.79,1.0
1440,"(24, 36]",264.6500000000001,0.0,0.0
1440,"(36, 48]",7.6499999999999995,0.0,0.0
1440,"(48, 60]",167.23,0.0,0.0
1440,"(60, 72]",456.7299999999999,-3.1,1.0
1440,"(72, 84]",505.83,-13.2,1.0
1440,"(84, 96]",,,
1441,"(0, 12]",156.19999999999996,0.0,0.0
1441,"(12, 24]",37.02,0.0,0.0
1441,"(24, 36]",0.0,0.0,0.0
1441,"(36, 48]",21.46,0.0,0.0
1441,"(48, 60]",72.00999999999999,0.0,0.0
1441,"(60, 72]",0.0,0.0,0.0
1441,"(72, 84]",15.5,0.0,0.0
1441,"(84, 96]",,,
1442,"(0, 12]",32.17999999999999,0.0,0.0
1442,"(12, 24]",0.99,0.0,0.0
1442,"(24, 36]",0.0,0.0,0.0
1442,"(36, 48]",0.0,0.0,0.0
1442,"(48, 60]",45.629999999999995,0.0,0.0
1442,"(60, 72]",104.59000000000002,0.0,0.0
1442,"(72, 84]",76.91,0.0,0.0
1442,"(84, 96]",,,
1443,"(0, 12]",0.0,0.0,0.0
1443,"(12, 24]",539.7600000000004,-1.0,1.0
1443,"(24, 36]",542.1300000000003,0.0,0.0
1443,"(36, 48]",298.64000000000004,-1.0,1.0
1443,"(48, 60]",202.91000000000003,0.0,0.0
1443,"(60, 72]",120.14999999999999,0.0,0.0
1443,"(72, 84]",138.93999999999997,0.0,0.0
1443,"(84, 96]",,,
1444,"(0, 12]",15.35,0.0,0.0
1444,"(12, 24]",20.99,0.0,0.0
1444,"(24, 36]",22.35,0.0,0.0
1444,"(36, 48]",28.98,0.0,0.0
1444,"(48, 60]",136.26999999999995,0.0,0.0
1444,"(60, 72]",0.0,0.0,0.0
1444,"(72, 84]",97.80999999999997,0.0,0.0
1444,"(84, 96]",,,
1445,"(0, 12]",30.28,0.0,0.0
1445,"(12, 24]",58.739999999999995,0.0,0.0
1445,"(24, 36]",308.65000000000003,0.0,0.0
1445,"(36, 48]",669.0800000000005,-3.5,1.0
1445,"(48, 60]",709.4500000000011,-1.0,1.0
1445,"(60, 72]",940.1100000000014,-5.05,1.0
1445,"(72, 84]",875.8000000000003,-5.5,1.0
1445,"(84, 96]",,,
1446,"(0, 12]",0.0,0.0,0.0
1446,"(12, 24]",84.31999999999998,-2.0,1.0
1446,"(24, 36]",432.9100000000002,-18.490000000000002,1.0
1446,"(36, 48]",278.55,-5.0,1.0
1446,"(48, 60]",634.2900000000004,-20.23,1.0
1446,"(60, 72]",383.23,-7.25,1.0
1446,"(72, 84]",10.61,0.0,0.0
1446,"(84, 96]",,,
1447,"(0, 12]",22.81,0.0,0.0
1447,"(12, 24]",11.680000000000001,0.0,0.0
1447,"(24, 36]",2.67,0.0,0.0
1447,"(36, 48]",34.96,0.0,0.0
1447,"(48, 60]",42.300000000000004,0.0,0.0
1447,"(60, 72]",183.24999999999997,-7.25,1.0
1447,"(72, 84]",120.27000000000001,0.0,0.0
1447,"(84, 96]",,,
1448,"(0, 12]",0.0,0.0,0.0
1448,"(12, 24]",387.57000000000005,0.0,0.0
1448,"(24, 36]",51.95000000000001,0.0,0.0
1448,"(36, 48]",390.06999999999994,0.0,0.0
1448,"(48, 60]",429.14000000000004,0.0,0.0
1448,"(60, 72]",494.56,0.0,0.0
1448,"(72, 84]",105.93,0.0,0.0
1448,"(84, 96]",,,
1449,"(0, 12]",0.0,0.0,0.0
1449,"(12, 24]",47.75,0.0,0.0
1449,"(24, 36]",13.16,0.0,0.0
1449,"(36, 48]",189.68,0.0,0.0
1449,"(48, 60]",28.63,0.0,0.0
1449,"(60, 72]",67.18999999999998,0.0,0.0
1449,"(72, 84]",33.120000000000005,0.0,0.0
1449,"(84, 96]",,,
1450,"(0, 12]",0.0,0.0,0.0
1450,"(12, 24]",379.83999999999986,0.0,0.0
1450,"(24, 36]",204.11,0.0,0.0
1450,"(36, 48]",170.07,0.0,0.0
1450,"(48, 60]",14.11,0.0,0.0
1450,"(60, 72]",281.9,0.0,0.0
1450,"(72, 84]",426.83,0.0,0.0
1450,"(84, 96]",,,
1451,"(0, 12]",0.0,0.0,0.0
1451,"(12, 24]",494.21000000000026,0.0,0.0
1451,"(24, 36]",629.52,-9.879999999999999,1.0
1451,"(36, 48]",813.8000000000004,-26.349999999999998,1.0
1451,"(48, 60]",822.6899999999999,-11.300000000000002,1.0
1451,"(60, 72]",1275.5600000000004,-62.81999999999999,1.0
1451,"(72, 84]",1190.050000000001,-27.300000000000004,1.0
1451,"(84, 96]",,,
1452,"(0, 12]",56.08,0.0,0.0
1452,"(12, 24]",148.5099999999999,0.0,0.0
1452,"(24, 36]",184.69000000000003,-2.0,1.0
1452,"(36, 48]",338.0199999999998,0.0,0.0
1452,"(48, 60]",219.4000000000001,0.0,0.0
1452,"(60, 72]",266.93,0.0,0.0
1452,"(72, 84]",255.40000000000003,0.0,0.0
1452,"(84, 96]",,,
1453,"(0, 12]",0.0,0.0,0.0
1453,"(12, 24]",1922.060000000002,-0.5,1.0
1453,"(24, 36]",2655.6599999999894,0.0,0.0
1453,"(36, 48]",2886.7499999999877,-9.39,1.0
1453,"(48, 60]",3311.589999999972,-14.400000000000002,1.0
1453,"(60, 72]",2891.0699999999806,-19.9,1.0
1453,"(72, 84]",2783.2799999999856,-10.53,1.0
1453,"(84, 96]",,,
1454,"(0, 12]",0.0,0.0,0.0
1454,"(12, 24]",54.06,0.0,0.0
1454,"(24, 36]",37.71,0.0,0.0
1454,"(36, 48]",247.73000000000005,0.0,0.0
1454,"(48, 60]",793.8399999999999,-3.65,1.0
1454,"(60, 72]",1490.2500000000007,-15.59,1.0
1454,"(72, 84]",762.2199999999997,-11.870000000000001,1.0
1454,"(84, 96]",,,
1455,"(0, 12]",155.37999999999997,0.0,0.0
1455,"(12, 24]",159.37,0.0,0.0
1455,"(24, 36]",362.31000000000006,0.0,0.0
1455,"(36, 48]",143.11999999999998,-0.6,1.0
1455,"(48, 60]",0.0,0.0,0.0
1455,"(60, 72]",0.0,0.0,0.0
1455,"(72, 84]",0.0,0.0,0.0
1455,"(84, 96]",,,
1456,"(0, 12]",0.0,0.0,0.0
1456,"(12, 24]",404.13999999999993,0.0,0.0
1456,"(24, 36]",250.85000000000008,0.0,0.0
1456,"(36, 48]",492.0200000000002,0.0,0.0
1456,"(48, 60]",132.92999999999998,0.0,0.0
1456,"(60, 72]",165.94000000000003,0.0,0.0
1456,"(72, 84]",48.24000000000001,-1.0,1.0
1456,"(84, 96]",,,
1457,"(0, 12]",259.2699999999999,0.0,0.0
1457,"(12, 24]",0.0,0.0,0.0
1457,"(24, 36]",0.0,0.0,0.0
1457,"(36, 48]",50.95,0.0,0.0
1457,"(48, 60]",290.4100000000001,0.0,0.0
1457,"(60, 72]",593.3600000000002,0.0,0.0
1457,"(72, 84]",378.3300000000001,0.0,0.0
1457,"(84, 96]",,,
1458,"(0, 12]",0.0,0.0,0.0
1458,"(12, 24]",289.77000000000015,0.0,0.0
1458,"(24, 36]",624.1500000000002,-10.29,1.0
1458,"(36, 48]",295.88999999999993,0.0,0.0
1458,"(48, 60]",328.49999999999994,0.0,0.0
1458,"(60, 72]",376.1200000000001,0.0,0.0
1458,"(72, 84]",606.5000000000005,-4.79,1.0
1458,"(84, 96]",,,
1459,"(0, 12]",192.65999999999997,0.0,0.0
1459,"(12, 24]",196.81999999999996,-1.0,1.0
1459,"(24, 36]",257.38,0.0,0.0
1459,"(36, 48]",750.2500000000005,0.0,0.0
1459,"(48, 60]",454.7600000000002,0.0,0.0
1459,"(60, 72]",943.0700000000006,0.0,0.0
1459,"(72, 84]",480.44000000000017,0.0,0.0
1459,"(84, 96]",,,
1460,"(0, 12]",55.45000000000001,0.0,0.0
1460,"(12, 24]",354.0800000000001,-4.0,1.0
1460,"(24, 36]",574.0900000000004,-6.25,1.0
1460,"(36, 48]",328.76000000000005,-13.25,1.0
1460,"(48, 60]",322.38000000000017,0.0,0.0
1460,"(60, 72]",481.9500000000004,-0.55,1.0
1460,"(72, 84]",190.93,0.0,0.0
1460,"(84, 96]",,,
1461,"(0, 12]",459.0100000000002,0.0,0.0
1461,"(12, 24]",456.18000000000023,0.0,0.0
1461,"(24, 36]",844.5500000000002,0.0,0.0
1461,"(36, 48]",1073.4400000000005,-2.0,1.0
1461,"(48, 60]",807.1099999999998,0.0,0.0
1461,"(60, 72]",798.7999999999998,0.0,0.0
1461,"(72, 84]",735.4200000000002,0.0,0.0
1461,"(84, 96]",,,
1462,"(0, 12]",0.0,0.0,0.0
1462,"(12, 24]",550.0100000000004,-0.35,1.0
1462,"(24, 36]",509.05000000000007,-3.74,1.0
1462,"(36, 48]",626.4999999999999,-2.0,1.0
1462,"(48, 60]",652.9000000000009,0.0,0.0
1462,"(60, 72]",572.7300000000001,0.0,0.0
1462,"(72, 84]",520.2900000000002,0.0,0.0
1462,"(84, 96]",,,
1463,"(0, 12]",325.2299999999999,-18.99,1.0
1463,"(12, 24]",538.7900000000002,-22.490000000000002,1.0
1463,"(24, 36]",575.2200000000001,-32.489999999999995,1.0
1463,"(36, 48]",582.7799999999997,-45.98,1.0
1463,"(48, 60]",429.37000000000006,0.0,0.0
1463,"(60, 72]",486.45000000000005,-4.0,1.0
1463,"(72, 84]",132.49,0.0,0.0
1463,"(84, 96]",,,
1464,"(0, 12]",0.0,0.0,0.0
1464,"(12, 24]",309.19000000000017,0.0,0.0
1464,"(24, 36]",491.07000000000045,-6.0,1.0
1464,"(36, 48]",379.1,0.0,0.0
1464,"(48, 60]",232.36999999999998,0.0,0.0
1464,"(60, 72]",415.58000000000004,-1.0,1.0
1464,"(72, 84]",430.1900000000002,0.0,0.0
1464,"(84, 96]",,,
1465,"(0, 12]",184.0099999999999,-1.25,1.0
1465,"(12, 24]",59.86000000000001,0.0,0.0
1465,"(24, 36]",184.3,0.0,0.0
1465,"(36, 48]",177.1899999999999,-1.0,1.0
1465,"(48, 60]",30.43,0.0,0.0
1465,"(60, 72]",58.370000000000005,-0.99,1.0
1465,"(72, 84]",145.01,-0.2,1.0
1465,"(84, 96]",,,
1466,"(0, 12]",143.87,0.0,0.0
1466,"(12, 24]",217.44000000000005,0.0,0.0
